set_id,instruction,original_w,original_h
inst-0526,Add composition grid show/hide to the camera tools. Make sure the posting audience is confirmed before capture. Change how the focus frame lines look.,390,844
inst-0532,"Change the screen to desktop, fitting a wide window, and then group the settings by something else.",390,844
inst-0535,"Group the Comments list into threads: indent replies under their parent, keep dividers only between threads. And add some group activity info to the byline.",390,844
inst-0546,Allow review of the filters currently applied.,390,844
inst-0552,"1. Change the screen for tablet.
2. Make the ingredient amounts change with the serving count.
3. Change what reads first in the nutrition row.",390,844
inst-0557,Adapt the screen for desktop. Rearrange the content in the goal card.,390,560
inst-0562,"Rebuild the whole screen for desktop, and then recolor the map area, different from now.",390,844
inst-0565,Change the screen to a tablet layout. Change the look of the rating summary panel.,390,844
inst-0566,"Turn this card into tonight's act lineup, and replace each row's price-and-stock line with set length. Then rearrange the bottom row's layout.",390,560
inst-0570,Change the booking screen for desktop. Add result filtering to the weekend availability section header. Vary the look of each stay result.,390,844
inst-0581,Make the screen a desktop version. Add a note about the next step. Change how the action buttons are arranged.,390,560
inst-0585,Adapt the screen for desktop. Rearrange status and actions in the timer card. Add a time-adjustment action to the controls.,390,560
inst-0597,Make the screen tablet-ready so plans and targets need less scrolling. Let users add progress without leaving the dashboard.,390,844
inst-0599,Group the three rows under play by kind. Then show more info in the top episode block.,390,560
inst-0600,Make the selected study card use space differently.,390,844
inst-0607,"Rebuild the whole screen for desktop. Move the author row to a different spot in the card, and then let readers ask the author for more detail here.",390,560
inst-0614,Make the screen tablet-friendly without feeling stretched or sparse. Add one line naming the organizer below the venue in the event summary.,390,844
inst-0622,"Turn the community post into one for home cooks, replacing the product card with a compact recipe summary. Turn the recipe summary directly beneath the photo into a short numbered cooking sequence. Keep the header controls and spacing, with a cream background and dark green text and icons.",390,844
inst-0624,Crop the main artwork.,390,560
inst-0639,Make the screen a smartwatch glance for immediate delivery progress. Add a last-updated time to the delivery status.,390,560
inst-0643,"Make the screen desktop-ready, spacious without feeling stretched. Change the arrangement of the member list; make the full member list selectable in one action.",390,560
inst-0644,"Move the screen to desktop, use the extra width. Split the input fields into groups, then put more info in the top step counter.",390,844
inst-0647,Fill the bottom 'Continue to review' button deep navy with white label; leave the small links as they are.,390,844
inst-0648,Adapt the screen for desktop. Make the service’s ownership information available on the page.,390,844
inst-0652,Change the screen for desktop use.,390,844
inst-0656,Change the target user for this card.,390,560
inst-0663,"Move the screen to desktop: cover and form fields left, materials list beside, tab bar to left nav. And show attachment count and total size under Materials heading.",390,844
inst-0664,Rework this screen for desktop. Change how the result list groups by price. Add more content to the product detail lines.,390,844
inst-0671,"Make the screen desktop, class info and Enroll seen together. Then the top should show what you can do after the class.",390,844
inst-0679,Change this screen to a different service. Change the order within the class details section.,390,844
inst-0681,Add more policy detail to the explanatory notice. Add one more action to the lesson summary. Reorder the emphasis of the two bottom buttons.,390,560
inst-0682,"Change the screen for desktop. Change the two bottom buttons' placement and order, and make the lesson block a box with a background.",390,560
inst-0685,Add a compact edit-order text button to the right side of the order summary.,390,560
inst-0686,Make the tracking number copyable in one tap.,390,844
inst-0687,"Make the rows under ""Information"" read as two kinds. Add more info under the tagline, and let me request an update check from the ""last checked for updates"" line.",390,844
inst-0689,Make account information consistent beneath each follower’s name. Make the two options carry equal weight across the width.,390,560
inst-0690,"Move this screen to desktop. Then split the follower list into not-followed-back first, already-following below, each group with a count heading.",390,560
inst-0691,Change to a different target audience. Change how account details are grouped.,390,844
inst-0700,Rework the screen for desktop. Group related items in the benefit list. Change the color of the primary button.,390,844
inst-0701,"Move the screen to desktop so video and people show together. Then merge the tiles and text rows into one list split into ""on camera"" and ""no video"" groups with counts, and drop the heading. Fill each control as a circle in gray lighter than the panel with white icons; keep mic and leave colors.",390,844
inst-0703,Change the order of the Keep and Delete buttons.,390,560
inst-0709,Make consecutive posts from one person read as one contribution.,390,844
inst-0714,Rework the whole screen into a desktop layout.,390,844
inst-0717,Change the screen for workspace administrators. Reposition the actions in the team-document rows. Add bulk recovery to the “Trash” heading.,390,560
inst-0719,"Make this a desktop screen, and split the ""What gets removed"" list into two labelled groups: deleted now, deleted later. Then show more detail in the account block up top.",390,844
inst-0724,"Turn the help and support screen into a seller hub, replacing shopper guidance with seller operations guidance. Change where the Contact support section appears. Add a way to expand FAQ rows.",390,844
inst-0727,Adapt the screen for desktop.,390,560
inst-0728,"Group the purchase options and delivery quantity together. And add billing information to the purchase summary bar. Give the product summary card a white background, dark gray outline, and narrow dark green top accent.",390,844
inst-0730,Adapt the screen for desktop use. Make preferred payment methods come first regardless of type. Make it easier to judge which saved methods are still relevant.,390,844
inst-0732,Change the trip plan for field-service coordinators. Adapt the screen for desktop.,390,844
inst-0741,Make the date range under the title selectable. Change the most-active-day note's order; change the stacked bars’ color palette.,390,560
inst-0745,Rework the screen for desktop.,390,844
inst-0746,"Change what this page is about. Move the screen to tablet, use the width well. Then split the service rows into same-day call-outs and scheduled projects, each with a small heading above.",390,844
inst-0749,"Turn this into a picker for the booked road-test centre. Move this screen to a tablet, and give the selected top row a pale blue fill, title in the check's blue.",390,844
inst-0755,Let users control order from the chip row too.,390,844
inst-0759,Make this screen work on desktop. Add a swap-currency button at the right end of the conversion line so the amount can be entered in euros. Then change what stands out first in that card.,390,844
inst-0760,Change the personal-finance documentary detail screen to beginner home workouts; replace the expert section with an equipment-and-difficulty summary.,390,844
inst-0765,Make this a tutor feed with student bookings and homework.,390,844
inst-0769,Adapt this screen for desktop. Rearrange the course editing form.,390,844
inst-0777,"Change the editor content for agents, fitting it to property tours. Make the screen desktop-friendly for precise editing. Split crop controls into composition then perspective, with Ratio and Zoom under composition and remaining adjustments under perspective.",390,844
inst-0779,Change the screen to a tablet layout. Add product search to the “Browse” button. And give the illustration panel a dark navy background and show the bag in white and existing lime green.,390,560
inst-0781,Adapt the screen for desktop. Add a compact reported-post preview below the introduction with the author and a one-line excerpt. Change how the report card content is divided.,390,560
inst-0785,"Make the screen use desktop space without making discussion feel sparse. Add a small ""Instructor"" badge beside the author name on the indented reply.",390,844
inst-0790,Make the screen use wider space and desktop navigation patterns. Make stays easier to scan by area. Add a travel-time filter to the weekend trips header.,390,844
inst-0791,"Make the screen a tablet layout — widen the card, heading, goal value and slider on the left, adjustment row and closing note on the right. Add an outlined ""Discard changes"" button left of the save button, same row. Then thicken the slider track into a rounded gray bar, fill it with the save button magenta, and make the knob a magenta circle with a white inner ring.",390,560
inst-0798,Show at a glance whether stays are seaside or in town.,390,844
inst-0800,Adapt the screen for desktop.,390,560
inst-0801,Adapt this screen for desktop use. Let learners judge ability fit before joining.,390,844
inst-0803,"Change the variant information in product details. Then change the ""Save"" panel’s sense of depth.",390,560
inst-0808,Make the screen feel native on desktop. Change the position of the comments section.,390,844
inst-0809,Change the screen to a smartwatch view. Add project information to the task details. Allow the session to be ended directly.,390,560
inst-0812,"Make the screen a desktop layout. Group the lesson list by section, then change the empty band's colour above the course card.",390,844
inst-0829,Restructure the sequence of the task instructions. Add more content to the header lesson information. Then change the look of the sentence sheet.,390,560
inst-0831,"Switch the whole booking screen to desktop, and add a taxes-and-fees-included total to the card's price summary.",390,560
inst-0841,Change what this screen is about.,390,844
inst-0844,"Make the card background near-black, headline white, body and fine print light gray; keep the orange button and link as the only warm color. Then put the nearby circles chip somewhere else.",390,560
inst-0847,"Make the screen comfortable on tablet without disrupting the purchase flow. Add an annual option beside the monthly option, showing its billing period and savings. Rearrange the paywall body.",390,844
inst-0848,Group the three middle blocks into two. The product row needs more detail shown. And then add a one-line cancellation reason picker right above the dark confirm button.,390,560
inst-0850,Show more prep detail in the pinned session block.,390,844
inst-0854,Rearrange the tutorial progress indicator.,390,844
inst-0862,"Adapt the screen for desktop. Add a stay-signed-in checkbox below the password recovery row and above the sign-in button. Make the top bar dark navy, with the service name and help link white.",390,844
inst-0867,Change the screen for desktop.,390,844
inst-0869,Change the screen to desktop for easier date-group comparison.,390,560
inst-0872,1. Add connection status to the progress details area. 2. Change the button arrangement in the bottom area. 3. Change the upload progress bar’s end styling.,390,560
inst-0873,"Switch the screen to tablet, and readers should know what changed in this version first. And numbered section headings blend into the body — make them much bigger, with more space above than below.",390,844
inst-0878,"Make this screen for desktop. Add more info to each Properties row, then recolour the top total card deep navy, keep the amount white, make the status pill text navy.",390,844
inst-0886,"Enable transfer approval after reviewing recipient and payment total. Change the position of the security note. Retain the six code boxes’ row and size, with white fills, thin navy outlines, and less-rounded corners.",390,560
inst-0888,Add sync information to the bottom-right source note.,390,560
inst-0891,"Move this screen to a smartwatch, one thing at a time.",390,560
inst-0896,"Switch the screen to desktop. Make the stay name lead and 'Unpin from top' read secondary, then restyle the pin buttons on each row.",390,560
inst-0898,Change it for venue crews and show needed operational information. Then change the set schedule’s sequence and flow structure.,390,844
inst-0899,"Adapt the screen for desktop. Then, change the completion card layout.",390,844
inst-0900,"First, make the stay lists a scout's shoot locations — day rate, permit status, shoot dates instead of guests. Second, change the screen to a desktop layout.",390,844
inst-0908,Change the location chooser to another service. Add filtering to the pickup-point results header.,390,844
inst-0912,"Change this screen into reporting a money request. Group the reason list by kind, then add something about the outcome to the review note.",390,560
inst-0914,Switch this screen to a patient's telehealth call. And add a note button to the call control tiles.,390,844
inst-0916,Give the season chip beside Episodes a different look.,390,844
inst-0925,"Adapt the screen for desktop. Make the transfer setup a step-based form: choose recipient, enter amount, add details, finish with existing review. Let senders verify where the money will go before continuing.",390,844
inst-0926,"Move this screen to a smartwatch. Make the two bottom buttons differ in size, and then change the color feel of the timer card.",390,560
inst-0932,"Change the booking screen for tablet. Reorganize booking sections into left-side date and time choices, then right-side summary and confirmation. Make dates outside the visible range accessible.",390,560
inst-0938,Add the total earned reward to Recent Referrals. Reorder the two sections below the invite card.,390,844
inst-0939,"Show time and duration on the moved stop too. And make the ""Ends at"" line catch the eye before the buttons.",390,560
inst-0940,Adapt the screen for tablet use. Make the sequence and current stage clear.,390,844
inst-0944,"Change the screen to desktop. Then make ""Later today"" a stepped run from the session above, times as markers on the spine — and make the map read as background behind the panel.",390,844
inst-0949,"Move the screen to tablet and fill the full width. Let me tell how full the chosen list already is. Then move the ""start a new list"" line; it's easy to miss.",390,560
inst-0953,Change how upcoming events are grouped over time. Change how the calendar event markers use color.,390,844
inst-0956,"Restructure the Markers list so order shows, and make the status row's color stand out differently.",390,844
inst-0960,Change the session player for prescribed rehabilitation routines.,390,844
inst-0966,"Make the screen fill a desktop display, no empty sides.",390,844
inst-0967,Adapt the screen for desktop to use more horizontal space.,390,560
inst-0972,Rebuild the whole screen for a smartwatch.,390,560
inst-0973,Make the shared-workspace purpose come through more specifically. Make the way into the product easy to see. Change the brand symbol’s color treatment.,390,844
inst-0981,Change the screen to a desktop environment. Rearrange the lesson summary and saved-list form. Add a management action to the saved-list chooser.,390,560
inst-0982,"Make the screen desktop, drop the top drag handle. Group the ""Send to"" list into sent and not-sent-yet, and show the expiry date in the link row too.",390,560
inst-0985,"Move the “Pending fulfillment” card first, keeping the remaining cards in their current order. Add a way to view all orders from “Recent Orders”.",390,844
inst-0986,Change the screen for desktop. Split the category chart into groups.,390,560
inst-0987,"Change the weekly sleep progress screen to medication adherence, replacing bedtime guidance with the prescribed dosing schedule. Change the order content appears in the header. Let users record their next dose from this screen.",390,560
inst-0988,Make the flow of new listeners visible by date.,390,844
inst-0989,Make it for families living apart to coordinate care. Change the styling of the bottom primary button.,390,844
inst-0990,Change the screen for desktop use.,390,844
inst-0991,Make each headline the first thing readers notice.,390,844
inst-0992,"Rework the screen for desktop. Make the information flow from collection to use to user control. Add a brief note beneath the data-use explanation: retain while needed, then remove or de-identify per legal/security rules.",390,844
inst-0993,"Add a filter button at the right end of the date header to pick one activity type. And put each post's stats on a light gray band — figures near-black, labels gray, blue only for actions.",390,844
inst-0994,"Add a small line under the email with the plan name and signup date, in the intro's gray. Then move the hold-period text above ""Will be erased"", same size and dark as the intro.",390,560
inst-0995,"Change the screen to tablet: tracking and items left, payment summary beside them, tab bar as a left vertical rail. Then change the total row's position and size, and make the top block read apart from the white page.",390,844
inst-0996,"Annual should read as the main pick at a glance, Monthly lesser.",390,844
inst-0997,"Move this screen to desktop, and change how the assets list is grouped.",390,844
inst-0998,Move this whole screen to desktop.,390,844
inst-0999,Make it clear who the group leads are first.,390,844
inst-1000,"Make this a health insurance claim app: the matched row becomes the open claim, drop the square crop chip. Restructure the bottom tabs to read in order. Then add a legibility rating to the crop size label.",390,844
