submission_id,revision,unit_ordinal,intent,fidelity,magnitude,rationale
SUB-0Ff2kJ-eVg,B,3,5,5,4,The expression is somewhat timid.
SUB-zbnLZYPXiV,A,1,6,6,4,Understood the request and applied it well.
SUB-zbnLZYPXiV,A,2,6,5,4,Understood the request and applied it well.
SUB-zbnLZYPXiV,B,1,6,5,4,Understood the request and applied it well.
SUB-zbnLZYPXiV,B,2,5,5,3,Understood the request and applied it well. It does make it show up first.
SUB-Y--fgqL6WI,A,1,6,6,4,Understood the request and applied it.
SUB-Y--fgqL6WI,B,1,6,6,4,Understood the request and applied it.
SUB-fTVLo8QIbV,A,1,7,7,4,Understood the request and applied it.
SUB-fTVLo8QIbV,B,1,7,6,6,Understood the request and applied it. But it over-edited and became awkward.
SUB-Ea8HrA9pdu,A,1,6,6,4,Understood the intent and reflected it on the screen.
SUB-Ea8HrA9pdu,A,2,6,5,4,Understood the intent and reflected it on the screen.
SUB-Ea8HrA9pdu,A,3,6,5,4,Understood the intent and reflected it on the screen.
SUB-Ea8HrA9pdu,B,1,5,5,3,Understood the intent and reflected it on the screen. But the design outcome is a bit disappointing.
SUB-Ea8HrA9pdu,B,2,6,5,4,Understood the intent and reflected it on the screen.
SUB-Ea8HrA9pdu,B,3,6,4,2,Not sure whether the card design was actually changed.
SUB-UjucuUIQJ1,A,1,7,7,4,It applied the request exactly.
SUB-UjucuUIQJ1,A,2,7,6,4,It applied the request exactly.
SUB-UjucuUIQJ1,B,1,7,5,4,
SUB-UjucuUIQJ1,B,2,7,7,4,It applied the request exactly.
SUB-73UZ6z6BcX,A,1,6,5,3,"Changing it into a watch face shifted the information hierarchy quite a bit, but it seems well applied."
SUB-73UZ6z6BcX,A,2,6,6,4,Understood the intent and reflected it on the screen.
SUB-73UZ6z6BcX,A,3,6,6,4,Understood the intent and reflected it on the screen.
SUB-73UZ6z6BcX,B,1,7,7,4,"Understood the intent and reflected it on the screen. Watch faces usually use a dark face — not sure whether it understands watch OS, but it looks like the better screen."
SUB-73UZ6z6BcX,B,2,7,7,4,Understood the intent and reflected it on the screen.
SUB-73UZ6z6BcX,B,3,7,7,4,Understood the intent and reflected it on the screen.
SUB-xJG5tQoIJU,A,1,5,5,4,Reflects the request well
SUB-xJG5tQoIJU,A,2,5,5,4,Reflects the request well
SUB-xJG5tQoIJU,A,3,5,5,4,Reflects the request well
SUB-xJG5tQoIJU,B,1,5,5,4,Reflects the request well
SUB-xJG5tQoIJU,B,2,5,5,4,Reflects the request well
SUB-xJG5tQoIJU,B,3,5,5,4,Reflects the request well
SUB-B5g-cbvEqv,A,1,7,7,4,Understood the request and changed the content.
SUB-B5g-cbvEqv,B,1,6,5,5,"Understood the request and changed the content. It created a new layout, but that actually makes the information harder to decipher."
SUB-7aZEb2PMQx,A,1,6,7,4,Understood the request well and applied it to the result.
SUB-7aZEb2PMQx,A,2,6,5,4,Understood the request well and applied it to the result.
SUB-7aZEb2PMQx,A,3,6,5,4,Understood the request well and applied it to the result.
SUB-7aZEb2PMQx,B,1,6,6,4,Understood the request well and applied it to the result.
SUB-7aZEb2PMQx,B,2,5,4,4,Understood the request well and applied it to the result.
SUB-7aZEb2PMQx,B,3,5,4,4,Understood the request well and applied it to the result.
SUB-_8ulfGn5_O,A,1,5,5,4,Reflects the request well
SUB-_8ulfGn5_O,A,2,5,5,4,Reflects the request well
SUB-_8ulfGn5_O,A,3,5,5,4,Reflects the request well
SUB-_8ulfGn5_O,B,1,5,5,4,Reflects the request well
SUB-_8ulfGn5_O,B,2,5,5,4,Reflects the request well
SUB-_8ulfGn5_O,B,3,5,5,4,Reflects the request well
SUB-P3Gg339lVn,A,1,2,2,2,"The request was somewhat vague, but I asked to change what gets read first and it's disappointing that only other information was added...?"
SUB-P3Gg339lVn,B,1,6,5,4,"It seems to have understood the request and tried to apply it, but again the request is vague so I'm not sure whether it's an accurate application..."
SUB-uzEIcPqfdd,A,1,5,5,4,Reflects the request well
SUB-uzEIcPqfdd,A,2,5,5,4,Reflects the request well
SUB-uzEIcPqfdd,B,1,5,5,4,Reflects the request well
SUB-uzEIcPqfdd,B,2,5,5,4,Reflects the request well
SUB-cI5yspmxo5,A,1,6,6,4,"The request is... way too broad, but at least it applied something."
SUB-cI5yspmxo5,A,2,5,5,4,"There's no button at the top to begin with, so I don't know what it was supposed to change, but it did change the color."
SUB-cI5yspmxo5,B,1,6,5,4,Understood the request and changed the content.
SUB-cI5yspmxo5,B,2,4,3,1,I asked to change the color but the color didn't change...
SUB-TSjd9CwxL6,A,1,7,7,4,The requirement was applied.
SUB-TSjd9CwxL6,A,2,7,7,4,The requirement was applied.
SUB-TSjd9CwxL6,B,1,5,5,4,The file-type preview application is disappointing. Only PDF is applied.
SUB-TSjd9CwxL6,B,2,7,7,4,The requirement was applied.
SUB-2okRPhpLEt,A,1,7,7,4,It applied the request exactly.
SUB-2okRPhpLEt,B,1,7,7,4,"Applied the request well. It gave it a desktop-appropriate sidebar and stretched the main cards horizontally to suit a tablet form, reducing the empty space."
SUB-YQVgdpvss7,A,1,7,6,4,Applied the request well. But the typography is a bit disappointing.
SUB-YQVgdpvss7,B,1,6,5,3,Applied the request well. But it's disappointing that watch OS's dark theme wasn't applied and that too much information was included.
SUB-ecjWvkDYgM,A,1,6,5,4,It understood the request and reflected it well.
SUB-ecjWvkDYgM,A,2,6,6,4,It understood the request and reflected it well.
SUB-ecjWvkDYgM,A,3,5,5,4,It understood the request and reflected it well.
SUB-ecjWvkDYgM,B,1,6,6,4,It understood the request and reflected it well.
SUB-ecjWvkDYgM,B,2,5,6,4,It understood the request and reflected it well.
SUB-ecjWvkDYgM,B,3,6,5,4,It understood the request and reflected it well.
SUB-WIIBG_Z4VL,A,1,7,7,4,It applied the request exactly.
SUB-WIIBG_Z4VL,B,1,7,7,4,It applied the request exactly.
SUB-4grgGSO0us,A,1,1,1,1,I asked to change the order of the header but nothing changed at all.
SUB-4grgGSO0us,A,2,7,7,4,It understood the request and reflected it well.
SUB-4grgGSO0us,A,3,4,4,3,"It probably can't really understand a remark like ""it'd be nice to change the structure,"" but it seems to have changed something."
SUB-4grgGSO0us,B,1,6,6,3,"It did change the order, but I'm not sure it's the best option."
SUB-4grgGSO0us,B,2,7,7,4,Understood the request and applied it well. Probably because the request was clear...
SUB-4grgGSO0us,B,3,3,3,6,"These aren't pieces of information that belong together, so why were they suddenly grouped together...?"
SUB-93xkFQM9WD,A,1,5,5,4,Tried to apply the request by changing the background color.
SUB-93xkFQM9WD,A,2,6,5,4,Tried to apply the request.
SUB-93xkFQM9WD,B,1,6,6,4,Tried to apply the request by changing both the background color and the font.
SUB-93xkFQM9WD,B,2,6,6,4,Tried to apply the request.
SUB-VekOxRWn6q,A,1,6,5,4,Applied the given request well.
SUB-VekOxRWn6q,A,2,6,5,4,Applied the given request well.
SUB-VekOxRWn6q,A,3,6,5,5,Applied the given request well.
SUB-VekOxRWn6q,B,1,6,6,4,Applied the given request well.
SUB-VekOxRWn6q,B,2,6,6,4,Applied the given request well.
SUB-VekOxRWn6q,B,3,6,5,4,Applied the given request well.
SUB-JVY4l1xvsb,A,1,7,6,4,Understood the request and reflected it well on the screen. Content edited.
SUB-JVY4l1xvsb,A,2,6,5,4,Understood the request and reflected it well on the screen.
SUB-JVY4l1xvsb,B,1,6,6,4,Understood the request and reflected it well on the screen.
SUB-JVY4l1xvsb,B,2,6,5,4,Understood the request and reflected it well on the screen.
SUB-0XsokRokOv,A,1,7,7,4,It applied the request exactly.
SUB-0XsokRokOv,B,1,7,7,4,It applied the request exactly.
SUB-N9xfiQYXLd,A,1,6,6,4,Understood the request and reflected it well on the screen.
SUB-N9xfiQYXLd,A,2,5,4,3,"Shouldn't $120,000 be shown first...? I can't really tell whether the order changed..."
SUB-N9xfiQYXLd,A,3,6,5,4,Understood the request and reflected it well on the screen.
SUB-N9xfiQYXLd,B,1,6,6,4,"Partially applied the request, but rather timidly."
SUB-N9xfiQYXLd,B,2,6,5,4,"Partially applied the request, but rather timidly."
SUB-N9xfiQYXLd,B,3,5,5,4,"Partially applied the request, but rather timidly."
SUB-zu7KbX_nO6,A,1,6,6,4,Seems to have understood and applied the request.
SUB-zu7KbX_nO6,A,2,6,5,4,Seems to have understood and applied the request.
SUB-zu7KbX_nO6,B,1,6,5,4,Seems to have understood and applied the request.
SUB-zu7KbX_nO6,B,2,6,6,4,Seems to have understood and applied the request.
SUB-xfPFOj923S,A,1,6,6,4,Seems to have understood and applied the request. It changed the content.
SUB-xfPFOj923S,A,2,6,5,3,Seems to have understood and applied the request. But the use of horizontal space is somewhat disappointing.
SUB-xfPFOj923S,A,3,6,5,4,Seems to have understood and applied the request.
SUB-xfPFOj923S,B,1,6,6,4,Seems to have understood and applied the instruction. It made better use of the horizontal space than the previous example.
SUB-xfPFOj923S,B,2,6,5,4,Seems to have understood and applied the request.
SUB-xfPFOj923S,B,3,6,5,4,Seems to have understood and applied the request.
SUB-vZWT1ehfno,A,1,6,6,4,Understood and applied the request well.
SUB-vZWT1ehfno,A,2,6,6,4,Understood and applied the request well.
SUB-vZWT1ehfno,B,1,7,6,4,I want to give a lot of credit for understanding this content and designing it as a popup element.
SUB-vZWT1ehfno,B,2,7,6,4,Reflects the request well.
SUB-k3hsHVqLHR,A,1,5,3,2,It looks like a tablet portrait screen rather than landscape.
SUB-k3hsHVqLHR,A,2,6,6,4,It understood and applied the instruction.
SUB-k3hsHVqLHR,A,3,6,5,4,It understood and applied the instruction.
SUB-k3hsHVqLHR,B,1,3,3,2,"Again, it seems to be interpreted as a portrait screen rather than landscape."
SUB-k3hsHVqLHR,B,2,5,6,2,It understood and applied the instruction.
SUB-k3hsHVqLHR,B,3,6,5,4,It understood and applied the instruction.
SUB-U8R3ExTMXd,A,1,7,7,4,It applied the request exactly.
SUB-U8R3ExTMXd,A,2,7,7,4,It applied the request exactly.
SUB-U8R3ExTMXd,B,1,7,7,4,It applied the request exactly.
SUB-U8R3ExTMXd,B,2,7,6,5,"It accurately applied the instruction, and made the notification feature appear as if it's inside the button."
SUB-BwGm7E-2nE,A,1,6,6,4,It understood and applied the instruction.
SUB-BwGm7E-2nE,A,2,6,6,4,It understood and applied the instruction.
SUB-BwGm7E-2nE,B,1,6,6,4,It understood and applied the instruction.
SUB-BwGm7E-2nE,B,2,5,5,4,It understood and applied the instruction.
SUB-6FVlgR0y23,A,1,6,6,4,It understood and applied the requested instruction well.
SUB-6FVlgR0y23,A,2,6,5,4,It understood and applied the requested instruction well.
SUB-6FVlgR0y23,B,1,6,7,4,It understood and applied the requested instruction well.
SUB-6FVlgR0y23,B,2,6,5,4,It understood and applied the requested instruction well.
SUB-lI-NS9FMiC,A,1,6,5,4,It understood and applied the requested instruction well.
SUB-lI-NS9FMiC,B,1,7,6,4,It understood and applied the requested instruction well.
SUB-ntgv0CVgvB,A,1,6,6,4,The instruction was applied.
SUB-ntgv0CVgvB,B,1,5,5,3,"It seems to have understood the instruction, but I'm not sure it changed it well."
SUB-PE0NZfUlSK,A,1,6,5,4,It understood the instruction and applied it to the screen.
SUB-PE0NZfUlSK,A,2,5,5,4,It understood the instruction and applied it to the screen.
SUB-PE0NZfUlSK,A,3,6,5,4,It understood the instruction and applied it to the screen.
SUB-PE0NZfUlSK,B,1,6,5,4,It understood the instruction and applied it to the screen.
SUB-PE0NZfUlSK,B,2,6,5,5,It understood the instruction and applied it to the screen.
SUB-PE0NZfUlSK,B,3,6,5,4,It understood the instruction and applied it to the screen.
SUB-XCGDF0wD7H,A,1,6,6,4,It seems to have understood and applied the request well.
SUB-XCGDF0wD7H,A,2,6,5,4,It seems to have understood and applied the request well.
SUB-XCGDF0wD7H,B,1,6,5,4,It seems to have understood and applied the request well.
SUB-XCGDF0wD7H,B,2,6,5,6,It seems to have understood and applied the request well.
SUB-rUeKhCtA41,A,1,6,5,4,Understood and applied the request well.
SUB-rUeKhCtA41,A,2,6,6,4,Reflects the request well.
SUB-rUeKhCtA41,A,3,6,5,4,Understood and applied the request well.
SUB-rUeKhCtA41,B,1,6,6,4,Understood and applied the request well.
SUB-rUeKhCtA41,B,2,6,6,4,Understood and applied the request well.
SUB-rUeKhCtA41,B,3,5,6,4,Understood and applied the request well.
SUB-rp8ofghCi6,A,1,6,6,4,It seems to have understood and applied the instruction well.
SUB-rp8ofghCi6,B,1,3,4,4,It seems to have understood and applied the instruction well.
SUB-qKH6y7QgY1,A,1,6,6,4,It appears to have applied the instruction.
SUB-qKH6y7QgY1,B,1,6,5,4,Appears to have applied the instruction. Changing the button color made the design clearer.
SUB-1Jsv1Tdnbe,A,1,6,5,4,It appears to have applied the instruction.
SUB-1Jsv1Tdnbe,A,2,6,5,4,It appears to have applied the instruction.
SUB-1Jsv1Tdnbe,B,1,6,6,4,It appears to have applied the instruction.
SUB-1Jsv1Tdnbe,B,2,7,6,6,It appears to have applied the instruction.
SUB-5gv6wA-MJ1,A,1,6,6,4,Reflects the requirements well.
SUB-5gv6wA-MJ1,A,2,6,6,4,Reflects the requirements well.
SUB-5gv6wA-MJ1,B,1,5,5,5,"It applied the requirement, but it doesn't fully suit the mobile environment."
SUB-5gv6wA-MJ1,B,2,6,5,3,"It did make it different, but the aesthetics are worse than the original."
SUB-U8MySqUmK-,A,1,6,6,4,"The instruction was applied. Beyond the basic requested changes, it also made small design improvements."
SUB-U8MySqUmK-,A,2,6,6,4,"The instruction was applied. Beyond the basic requested changes, it also made small design improvements."
SUB-U8MySqUmK-,B,1,6,6,4,The instruction was applied.
SUB-U8MySqUmK-,B,2,6,3,7,"It changed too many colors, so the overall impression seems somewhat different."
SUB-xGJQn7H0vK,A,1,5,5,4,Reflects the request well
SUB-xGJQn7H0vK,A,2,5,5,4,Reflects the request well
SUB-xGJQn7H0vK,A,3,5,5,4,Reflects the request well
SUB-xGJQn7H0vK,B,1,5,5,4,Reflects the request well
SUB-xGJQn7H0vK,B,2,5,5,4,Reflects the request well
SUB-xGJQn7H0vK,B,3,5,5,4,Reflects the request well
SUB-zJfYsHoHm3,A,1,6,6,4,It applied the instruction and achieved design improvements.
SUB-zJfYsHoHm3,A,2,6,5,4,It applied the instruction and achieved design improvements.
SUB-zJfYsHoHm3,B,1,6,5,6,The instruction was applied. It's just a shame that the photo got cropped while changing the layout.
SUB-zJfYsHoHm3,B,2,6,6,4,The instruction was applied.
SUB-IQ1BR0vsuW,A,1,6,5,4,"It understood it, and although it wasn't applied super well, it does seem to have applied it at least."
SUB-IQ1BR0vsuW,A,2,5,5,4,It applied the request.
SUB-IQ1BR0vsuW,A,3,5,5,4,It applied the request. Seems better design-wise too.
SUB-IQ1BR0vsuW,B,1,6,5,4,The instruction seems to have been applied.
SUB-IQ1BR0vsuW,B,2,6,5,4,The instruction seems to have been applied. It's just a shame it was applied rather timidly.
SUB-IQ1BR0vsuW,B,3,4,1,7,"It seems to have... understood the request, but the design turned out really odd."
SUB-U0Rvi0aTxR,A,1,6,6,4,It seems to have understood the instruction well and applied it.
SUB-U0Rvi0aTxR,B,1,7,7,4,"Seems to have understood and applied the instruction well. In particular, it's good that the information was changed to a time rather than how many minutes are left."
SUB-YpyDofKhaJ,A,1,7,7,4,The requirements are well reflected.
SUB-YpyDofKhaJ,A,2,7,7,4,The requirements are well reflected.
SUB-YpyDofKhaJ,A,3,6,6,4,Applied as requested
SUB-YpyDofKhaJ,B,1,6,6,5,"It applied the requirement, but the hierarchy is too strong."
SUB-YpyDofKhaJ,B,2,6,5,3,It's not at the very top.
SUB-YpyDofKhaJ,B,3,6,6,5,There was no need to change it into a pill shape.
SUB-js7yTOtLrL,A,1,6,6,4,It seems to have understood and applied the request well.
SUB-js7yTOtLrL,B,1,6,6,4,It varied the layout while changing the content.
SUB-xT30xJBUpl,A,1,6,6,4,Reflects the request well.
SUB-xT30xJBUpl,A,2,6,5,4,Reflects the request well.
SUB-xT30xJBUpl,B,1,6,7,4,It applied the instruction well by changing the detailed content.
SUB-xT30xJBUpl,B,2,7,7,4,Reflects the request well.
SUB-zTiSfty73G,A,1,5,4,3,"It did emphasize the creator profile and performance, but the effect is weak."
SUB-zTiSfty73G,B,1,5,5,4,It clearly emphasizes the creator profile and performance.
SUB-t1kZ76OArL,A,1,6,6,4,
SUB-t1kZ76OArL,A,2,1,1,1,You'd have to say almost nothing changed from the original.
SUB-t1kZ76OArL,B,1,6,6,4,It changed to a desktop version.
SUB-t1kZ76OArL,B,2,6,6,4,
SUB-MjExsOPm1d,A,1,6,6,4,"While switching to a PC screen, it seems to have appropriately applied the layout and so on."
SUB-MjExsOPm1d,A,2,6,5,3,It seems to have used the horizontal space somewhat poorly (especially the images).
SUB-MjExsOPm1d,A,3,5,5,4,The button was added well.
SUB-MjExsOPm1d,B,1,5,5,4,It seems to have applied the layout etc. well as it switched to a PC screen.
SUB-MjExsOPm1d,B,2,7,7,4,Using the image stretched horizontally feels like it makes better use of the horizontal ratio.
SUB-MjExsOPm1d,B,3,5,5,4,Seems to have reflected the request well.
SUB-S4Oenbbu5n,A,1,6,6,4,Reflects the requirements well.
SUB-S4Oenbbu5n,A,2,7,7,4,Reflects the requirements well.
SUB-S4Oenbbu5n,B,1,6,4,3,"The change was applied, but the order wasn't revisited."
SUB-S4Oenbbu5n,B,2,6,6,5,"The requested content was applied well, but the style change is excessive."
SUB-7AJ9hcdMzb,A,1,6,6,4,Seems to have converted the popup image to Desktop well.
SUB-7AJ9hcdMzb,A,2,5,5,4,Applied the background color well.
SUB-7AJ9hcdMzb,B,1,5,5,6,"It did change to a desktop screen, but I'm not sure whether this UI is good."
SUB-7AJ9hcdMzb,B,2,5,4,5,"The background was applied, but it gives the impression that the fundamental UX has changed."
SUB-tQFRRkTCDI,A,1,5,5,4,Reflected the request.
SUB-tQFRRkTCDI,B,1,6,6,4,Applied the instruction. Design improvement happened along with it.
SUB-zCF0D4E6db,A,1,5,4,3,"Understands the request, applied it to some extent."
SUB-zCF0D4E6db,A,2,5,5,4,"Understands the request, applied it to some extent."
SUB-zCF0D4E6db,A,3,3,3,3,Not sure whether the feel actually changed.
SUB-zCF0D4E6db,B,1,5,5,4,"Understands the request, applied it to some extent. But the design outcome is disappointing."
SUB-zCF0D4E6db,B,2,3,4,3,"Understands the request, applied it to some extent. But the design outcome is disappointing."
SUB-zCF0D4E6db,B,3,3,3,3,"Understands the request, applied it to some extent. But the design outcome is disappointing."
SUB-3ejh5eulwK,A,1,5,5,3,"Understood and applied the request, but it could have been done more aggressively."
SUB-3ejh5eulwK,B,1,6,5,4,"Understood and applied the request, but it could have been done more aggressively. It went further than the previous case, but still a bit disappointing."
SUB-ocpzU3oBq5,A,1,6,6,4,It understood the request and reflected it well.
SUB-ocpzU3oBq5,B,1,6,6,4,It understood the request and reflected it well.
SUB-VrKYsESZSZ,A,1,6,6,3,"Applied it well, but there's an unnecessary divider."
SUB-VrKYsESZSZ,A,2,5,4,3,There's no part that reflects the requirement.
SUB-VrKYsESZSZ,B,1,6,6,4,The requirements are well reflected.
SUB-VrKYsESZSZ,B,2,6,6,4,"Applied as requested, but the information is exposed twice."
SUB-OsUcAgWHPC,A,1,6,6,4,
SUB-OsUcAgWHPC,A,2,6,6,4,Clearly changed.
SUB-OsUcAgWHPC,B,1,6,6,4,
SUB-OsUcAgWHPC,B,2,6,6,4,Overall applied it well.
SUB-EWLi2JTis1,A,1,5,5,4,Reflected the request well - converted to a seller-side status view.
SUB-EWLi2JTis1,A,2,5,5,4,Reflected the request well - separated into its own area.
SUB-EWLi2JTis1,A,3,5,5,4,Reflected the request well - displays views and saves counts.
SUB-EWLi2JTis1,B,1,5,5,4,Reflected the request well - converted to a seller-side status view.
SUB-EWLi2JTis1,B,2,5,5,4,Reflected the request well - separated into its own area.
SUB-EWLi2JTis1,B,3,5,5,4,Reflected the request well - displays views and saves counts.
SUB-N9HrrUg5on,A,1,5,5,4,The request was applied well.
SUB-N9HrrUg5on,A,2,5,5,4,The request was applied well.
SUB-N9HrrUg5on,A,3,5,5,4,Reflected the request well - added a next study session card.
SUB-N9HrrUg5on,B,1,5,5,4,The request was applied well.
SUB-N9HrrUg5on,B,2,5,5,4,The request was applied well.
SUB-N9HrrUg5on,B,3,5,5,4,Reflected the request well - added a next study session card.
SUB-d4qYpmZLiY,A,1,5,5,4,Reflects the request well
SUB-d4qYpmZLiY,A,2,4,3,3,The member list layout is almost unchanged.
SUB-d4qYpmZLiY,A,3,5,5,4,Reflected the request well (added a select all button).
SUB-d4qYpmZLiY,B,1,4,3,3,The screen spreads out too much horizontally.
SUB-d4qYpmZLiY,B,2,5,5,4,Reflected the request well by categorizing according to job role.
SUB-d4qYpmZLiY,B,3,5,5,4,Reflected the request well (added a select all button).
SUB-jds2fnJrPI,A,1,5,5,4,Added a create function.
SUB-jds2fnJrPI,B,1,5,5,4,Added a create function.
SUB-ulFc9PCAYX,A,1,5,5,4,Reflected the request well - added a left-side menu.
SUB-ulFc9PCAYX,A,2,5,4,3,"It did reflect the request, but it's just shown as a plain tab so it doesn't draw much attention."
SUB-ulFc9PCAYX,B,1,5,5,4,Reflected the request well - added a top bar and widened horizontally.
SUB-ulFc9PCAYX,B,2,5,5,4,Reflected the request well - provides previous/next previews on the left.
SUB-76gRMXXixO,A,1,7,7,4,Reflects the requirements well.
SUB-76gRMXXixO,A,2,6,6,4,Reflects the requirements well.
SUB-76gRMXXixO,A,3,6,6,4,Reflects the requirements well.
SUB-76gRMXXixO,B,1,6,6,4,Reflects the requirements well and the style is appropriate too.
SUB-76gRMXXixO,B,2,5,5,3,"The original is a tab too, but going with A's approach is right. A segmented control isn't appropriate."
SUB-76gRMXXixO,B,3,7,7,4,Reflects the requirements well.
SUB-6ZfUUQzYyM,A,1,6,6,4,Visit recording upload and the contact/owner-side content changed overall.
SUB-6ZfUUQzYyM,A,2,6,6,4,"A sidebar was created on the left, and a content area appeared on the right."
SUB-6ZfUUQzYyM,A,3,6,6,4,
SUB-6ZfUUQzYyM,B,1,6,6,4,"The overall terminology changed, and the title changed too."
SUB-6ZfUUQzYyM,B,2,6,6,4,Overall it goes horizontal. A GNB bar is added at the very top.
SUB-6ZfUUQzYyM,B,3,6,6,4,
SUB-QaLriqWwtz,A,1,5,5,4,Removed the card-type info such as ITEMS
SUB-QaLriqWwtz,B,1,5,5,4,Delivery status steps are provided in a new design style
SUB-lfFxI-gn3O,A,1,5,5,4,The design tone changed entirely
SUB-lfFxI-gn3O,B,1,5,5,4,The design tone changed entirely
SUB-d6FfUZ1MoW,A,1,6,6,4,A side panel was created on the left and the content on the right was redesigned to stretch horizontally
SUB-d6FfUZ1MoW,B,1,6,6,4,Content is placed on the left and it goes into the right side
SUB-PGUU_6Igeb,A,1,7,7,4,The requirements are well reflected.
SUB-PGUU_6Igeb,B,1,6,6,4,Applied well as requested
SUB-l5UF9DedeC,A,1,5,5,4,The synced time is displayed
SUB-l5UF9DedeC,B,1,5,5,4,It shows how many minutes ago it was synced
SUB-vLHl5-Q3nw,A,1,6,6,4,
SUB-vLHl5-Q3nw,B,1,6,6,4,
SUB-GCeuHah3Vo,A,1,5,5,4,Team members' activity history was added
SUB-GCeuHah3Vo,A,2,5,5,4,All the content next to the profile is left-aligned
SUB-GCeuHah3Vo,B,1,5,5,4,Team members' activity history was added
SUB-GCeuHah3Vo,B,2,5,5,4,A vertical divider was added
SUB-cgsMIu7cPx,A,1,6,6,4,
SUB-cgsMIu7cPx,B,1,6,6,4,
SUB-wrK4mm2UFH,A,1,5,5,4,"Provides elapsed time, remaining time, and total time"
SUB-wrK4mm2UFH,B,1,5,5,4,Labels 'played' and 'remaining' were added
SUB-8CLaJc3wlf,A,1,5,5,3,A memo was created as a gray card
SUB-8CLaJc3wlf,B,1,4,4,4,Created the 'Note to Mara' memo
SUB-rMlHuWHOJH,A,1,5,5,4,Changed the money transfer screen into a program payout screen
SUB-rMlHuWHOJH,A,2,5,5,4,Added a label
SUB-rMlHuWHOJH,B,1,5,5,4,Changed the money transfer screen into a program payout screen
SUB-rMlHuWHOJH,B,2,5,5,4,Added a label
SUB-f5FkJ5rhnI,A,1,7,6,3,"The existing agenda button was pushed to secondary and joining the meeting was made primary, so the request is well reflected."
SUB-f5FkJ5rhnI,B,1,7,6,5,"By converting the existing button into a join-meeting button and placing it large, it actively encourages the action of joining"
SUB-uQT4NOz7aO,A,1,6,6,4,
SUB-uQT4NOz7aO,A,2,6,6,4,
SUB-uQT4NOz7aO,B,1,3,3,2,
SUB-uQT4NOz7aO,B,2,6,6,4,
SUB-4KPkp7rSfC,A,1,5,5,4,"The main menu was made into a left rail area, and the current track and the track list are laid out left and right"
SUB-4KPkp7rSfC,B,1,5,5,3,"It uses the screen widely to suit desktop, but the list is hard to convey to the user"
SUB-dBw4_DOSpL,A,1,5,5,4,A border and shadow emphasis were added
SUB-dBw4_DOSpL,A,2,5,5,4,A save button was added
SUB-dBw4_DOSpL,B,1,5,5,4,A border and shadow emphasis were added
SUB-dBw4_DOSpL,B,2,5,5,4,A save button was added
SUB-gIZIhG0c3J,A,1,7,7,4,"It was aesthetically nice that they used the primary color from the button to add a border to the card, and the corner radius also got larger"
SUB-gIZIhG0c3J,A,2,7,7,4,"By placing the save button at the top right, it simply reflects the request"
SUB-gIZIhG0c3J,B,1,7,5,6,"It is distinguished from the background compared to the original, but the excessive contrast makes it look somewhat awkward"
SUB-gIZIhG0c3J,B,2,7,5,7,I felt the change was excessive in that the save function replaced the existing 'ask a follow-up' button and 'ask a follow-up' was placed small below
SUB-Azz8cNzg-k,A,1,6,6,4,"A short sidebar was created on the left, and the content, which used to be presented in one column, was changed by splitting the right content area into two"
SUB-Azz8cNzg-k,A,2,6,6,3,
SUB-Azz8cNzg-k,A,3,6,6,4,
SUB-Azz8cNzg-k,B,1,6,6,4,"It gets a bit wider horizontally, and the layout changes from 1*n to 2*n"
SUB-Azz8cNzg-k,B,2,6,6,4,
SUB-Azz8cNzg-k,B,3,6,6,4,
SUB-rgMzS_khPV,A,1,5,5,4,Changed to a tablet layout
SUB-rgMzS_khPV,A,2,5,5,4,Unread messages and circle conversations are provided separately
SUB-rgMzS_khPV,A,3,5,5,4,Shows the connection status with a color chip
SUB-rgMzS_khPV,B,1,4,4,3,The horizontal size is increased compared to the original
SUB-rgMzS_khPV,B,2,5,5,4,Grouped the unread area into personal/circle
SUB-rgMzS_khPV,B,3,4,4,4,Displayed with a color chip
SUB-GdGB1yX9i7,A,1,6,6,4,
SUB-GdGB1yX9i7,A,2,6,6,4,
SUB-GdGB1yX9i7,A,3,6,6,4,Changed from gray to blue
SUB-GdGB1yX9i7,B,1,6,6,4,
SUB-GdGB1yX9i7,B,2,6,6,4,
SUB-GdGB1yX9i7,B,3,6,6,4,The overall color tone changed to red and yellow
SUB-bohz3H6lSH,A,1,7,7,4,It reflects the request to show the flow intuitively by adding a step indicator UI
SUB-bohz3H6lSH,A,2,7,7,4,"The remaining time is shown via a time tag at the top right, and it blends well by using the purple tone used throughout the screen"
SUB-bohz3H6lSH,A,3,7,6,3,"The request was applied by adding a saved button above the answer card, but it doesn't stand out, which is a bit disappointing."
SUB-bohz3H6lSH,B,1,3,3,3,"It just rearranged elements that were already there, and it even got pushed into gray-toned sub-text, so readability is disappointing."
SUB-bohz3H6lSH,B,2,7,5,4,"By placing the circular graph and the remaining time large at the top, it's easy to gauge how much time is left."
SUB-bohz3H6lSH,B,3,6,6,7,"Adding a save button next to next question is intuitive from the user's perspective, but removing the original tab bar altogether is excessive."
SUB-4z7jgByj1F,A,1,5,5,4,The main button position is placed toward the top.
SUB-4z7jgByj1F,A,2,5,5,4,Button style is applied.
SUB-4z7jgByj1F,B,1,5,5,4,NORTHWAY TRIP is placed at the top.
SUB-4z7jgByj1F,B,2,5,5,4,The buttons are grouped.
