set_id,unit_ordinal,target_name,method_level,text
inst-0758,2,Layout & Hierarchy,2,Emphasize the timer section more.
inst-0758,3,Functionality & Behavior,2,Add a way to invite participants in the header.
inst-0759,1,Environment,4,Make this screen work on desktop.
inst-0759,2,Functionality & Behavior,1,Add a swap-currency button at the right end of the conversion line so the amount can be entered in euros.
inst-0759,3,Layout & Hierarchy,4,Change what stands out first in that card.
inst-0760,1,"Situation, Context & Scenario",1,Change the personal-finance documentary detail screen to beginner home workouts; replace the expert section with an equipment-and-difficulty summary.
inst-0761,1,Content & Information,3,Make clear at a glance whether the refund includes shipping.
inst-0762,1,Flow & Information Architecture,4,Structure featured offer and coupon list differently
inst-0763,1,Content & Information,2,Add a location and photo credit caption to the top photo
inst-0764,1,Flow & Information Architecture,1,"Move the highlighted first track into a now-playing block above the heading, keeping the rest together below."
inst-0765,1,"Situation, Context & Scenario",2,Make this a tutor feed with student bookings and homework.
inst-0766,1,Flow & Information Architecture,2,Vary the emphasis within Listener reviews.
inst-0766,2,Content & Information,2,Add the genre to the album metadata.
inst-0766,3,Style,4,Give the album artwork a different feel.
inst-0767,1,Content & Information,1,Add one compact line beneath the trip date showing flight and stay confirmation status.
inst-0767,2,Style,2,Update the styling of the trip card.
inst-0768,1,Content & Information,1,"Add a one-line version identifier below the ""Effective Date"" row in the document metadata."
inst-0769,1,Environment,4,Adapt this screen for desktop.
inst-0769,2,Layout & Hierarchy,2,Rearrange the course editing form.
inst-0770,1,Flow & Information Architecture,3,"Make quiz progression feel like one focused, linear flow."
inst-0770,2,Content & Information,3,Make the remaining quiz time clear at a glance.
inst-0770,3,Functionality & Behavior,3,Let learners save the current question to revisit after the quiz.
inst-0771,1,"Situation, Context & Scenario",4,Change the order information appears
inst-0771,2,Layout & Hierarchy,1,"Place ""Archive"" above with stronger emphasis, and keep ""Delete permanently"" as the lower secondary action."
inst-0772,1,"Situation, Context & Scenario",1,"Make this the artist help centre — hero, both question groups and contact rows about uploads and payouts, and swap the bottom tab for releases."
inst-0772,2,Flow & Information Architecture,4,Rework the how-to list's reading order.
inst-0773,1,"Situation, Context & Scenario",1,"Turn the order summary card into a grocery order review, replacing artist details with substitution preferences."
inst-0774,1,Layout & Hierarchy,1,"Big countdown and ""min left"" directly under the green label, room title below them, smaller."
inst-0775,1,"Situation, Context & Scenario",1,Turn the sign-in verification screen into a patient portal with secure health-record service name and supporting message.
inst-0775,2,Layout & Hierarchy,1,Place the alternate verification explanation and resend action side by side in a compact row beneath the divider.
inst-0775,3,Style,2,Change the screen’s overall color palette.
inst-0776,1,Environment,1,"Make it a desktop layout with the featured block and stay list side by side, bottom tabs moved to a left vertical nav."
inst-0776,2,Functionality & Behavior,1,"Add a price/rating sort next to ""See all"" in the last section header."
inst-0776,3,Layout & Hierarchy,1,"Move the location pill from the right edge to just under the title, slightly smaller."
inst-0777,1,"Situation, Context & Scenario",2,"Change the editor content for agents, fitting it to property tours."
inst-0777,2,Environment,3,Make the screen desktop-friendly for precise editing.
inst-0777,3,Flow & Information Architecture,1,"Split crop controls into composition then perspective, with Ratio and Zoom under composition and remaining adjustments under perspective."
inst-0778,1,"Situation, Context & Scenario",3,Should read as businesses rating a person they hired.
inst-0778,2,Flow & Information Architecture,3,Show at a glance whether reviews are praise or complaints.
inst-0778,3,Style,4,Rating bars need a different tone.
inst-0779,1,Environment,4,Change the screen to a tablet layout.
inst-0779,2,Functionality & Behavior,2,Add product search to the “Browse” button.
inst-0779,3,Style,1,Give the illustration panel a dark navy background and show the bag in white and existing lime green.
inst-0780,1,"Situation, Context & Scenario",4,Change what appears first.
inst-0780,2,Layout & Hierarchy,3,Make requests easier to scan before opening them.
inst-0781,1,Environment,4,Adapt the screen for desktop.
inst-0781,2,Content & Information,1,Add a compact reported-post preview below the introduction with the author and a one-line excerpt.
inst-0781,3,Layout & Hierarchy,4,Change how the report card content is divided.
inst-0782,1,Flow & Information Architecture,1,"Group the recent account and the ""or"" rows at top under one heading, email/password below under its own."
inst-0782,2,Functionality & Behavior,1,"Add a centered text action ""Browse without signing in"" directly beneath the Sign in button."
inst-0782,3,Style,1,Make the Email and Password fields white with a thin gray outline instead of the gray fill.
inst-0783,1,Content & Information,2,State the speaking skill learners will gain in the lesson summary.
inst-0783,2,Functionality & Behavior,1,Add a compact audio button beside the “Quick Check” heading to play the example aloud.
inst-0784,1,Style,2,"The answer card blends in, so rework its border and corners."
inst-0784,2,Functionality & Behavior,3,Let readers keep this answer for later.
inst-0785,1,Environment,3,Make the screen use desktop space without making discussion feel sparse.
inst-0785,2,Content & Information,1,"Add a small ""Instructor"" badge beside the author name on the indented reply."
inst-0786,1,Environment,3,"Make it read as a wide desktop view, not one column."
inst-0786,2,Functionality & Behavior,3,Let users sort collections by item count or recent updates.
inst-0787,1,Functionality & Behavior,2,"Add an ""Edit goal"" button to the card header."
inst-0787,2,Style,4,Give the circular progress a different feel.
inst-0788,1,Flow & Information Architecture,1,"Make the date and time selection form numbered steps: date first, time second."
inst-0789,1,Content & Information,1,"Add the total of the listed amounts at the right end of the ""Recent charges"" heading, same dark weight as the amounts below."
inst-0790,1,Environment,3,Make the screen use wider space and desktop navigation patterns.
inst-0790,2,Flow & Information Architecture,3,Make stays easier to scan by area.
inst-0790,3,Functionality & Behavior,2,Add a travel-time filter to the weekend trips header.
inst-0791,1,Environment,1,"Make the screen a tablet layout — widen the card, heading, goal value and slider on the left, adjustment row and closing note on the right."
inst-0791,2,Functionality & Behavior,1,"Add an outlined ""Discard changes"" button left of the save button, same row."
inst-0791,3,Style,1,"Thicken the slider track into a rounded gray bar, fill it with the save button magenta, and make the knob a magenta circle with a white inner ring."
inst-0792,1,Flow & Information Architecture,1,Make “Retry” step one and “Review connection” step two in a numbered recovery sequence.
inst-0793,1,Flow & Information Architecture,1,Split the Latest card into today and earlier groups with headings; rows keep only the category.
inst-0794,1,Flow & Information Architecture,3,Organize everything by the task it supports.
inst-0794,2,Content & Information,2,Show the signed-in account in the header description.
inst-0794,3,Style,3,Make the current destination feel more strongly branded.
inst-0795,1,"Situation, Context & Scenario",2,Adapt the scheduling card for parents booking tutoring sessions.
inst-0795,2,Flow & Information Architecture,4,"Change the date, start time, duration order."
inst-0795,3,Content & Information,1,Add a compact line below the tutoring summary showing the student's name and grade.
inst-0796,1,Content & Information,3,Should show roughly when the next milestone lands at this pace.
inst-0796,2,Functionality & Behavior,1,"Add a full-width share button at the card bottom, progress-bar orange with white text."
inst-0796,3,Layout & Hierarchy,3,"The badge name should lead the card, not the photo."
inst-0797,1,Style,4,Change how the bottom buttons feel.
inst-0798,1,Flow & Information Architecture,3,Show at a glance whether stays are seaside or in town
inst-0799,1,Functionality & Behavior,2,Swap the watchlist header's saved count for a sort control.
inst-0800,1,Environment,4,Adapt the screen for desktop.
inst-0801,1,Environment,4,Adapt this screen for desktop use.
inst-0801,2,Content & Information,3,Let learners judge ability fit before joining.
inst-0802,1,Flow & Information Architecture,2,Group the flat filter rows into two stages.
inst-0802,2,Style,4,Make the top match-count banner's tone different.
inst-0803,1,Content & Information,4,Change the variant information in product details.
inst-0803,2,Style,2,"Change the ""Save"" panel’s sense of depth."
inst-0804,1,Environment,1,"Recast the sheet as a centered desktop dialog twice as wide, with Send at the bottom right."
inst-0804,2,Content & Information,3,Show what recipients can do before sending.
inst-0805,1,"Situation, Context & Scenario",3,Help parents and caregivers find family volunteering opportunities.
inst-0805,2,Flow & Information Architecture,3,Prioritize caregivers’ family suitability assessment over secondary details.
inst-0805,3,Content & Information,3,Explain why the visible opportunities fit the family.
inst-0806,1,"Situation, Context & Scenario",1,"Turn the wallet into a company travel allowance screen, replacing the funding button with “Request more”."
inst-0806,2,Functionality & Behavior,1,"Add a compact expense report button to the right of the ""Recent activity"" heading."
inst-0806,3,Style,1,Give the top bar a navy background with a white title and white icons.
inst-0807,1,"Situation, Context & Scenario",3,Make it a supplier payment confirmation with invoice balance.
inst-0807,2,Flow & Information Architecture,3,Make the middle detail rows read as two kinds.
inst-0807,3,Functionality & Behavior,3,Let users send this receipt to the supplier here.
inst-0808,1,Environment,3,Make the screen feel native on desktop.
inst-0808,2,Layout & Hierarchy,2,Change the position of the comments section.
inst-0809,1,Environment,4,Change the screen to a smartwatch view.
inst-0809,2,Content & Information,2,Add project information to the task details.
inst-0809,3,Functionality & Behavior,3,Allow the session to be ended directly.
inst-0810,1,Content & Information,2,Each standings row should also show this week's movement.
inst-0810,2,Layout & Hierarchy,3,Top rank area reads as two pieces; make it one.
inst-0810,3,Style,2,"The two section header lines look faint, strengthen their tone."
inst-0811,1,"Situation, Context & Scenario",2,Change the confirmation panel to an account suspension review.
inst-0811,2,Environment,2,Widen the page workspace on desktop.
inst-0811,3,Style,3,Make the decision feel unmistakably serious yet restrained.
inst-0812,1,Environment,4,Make the screen a desktop layout.
inst-0812,2,Flow & Information Architecture,2,Group the lesson list by section.
inst-0812,3,Style,4,Change the empty band's colour above the course card
inst-0813,1,Flow & Information Architecture,3,Group promotions with the pricing details they affect.
inst-0814,1,Style,2,Text in the purple charge block is faint — make it crisper.
inst-0815,1,Style,2,Make the follower list avatars different for each person.
inst-0816,1,Content & Information,4,Change what the note under send says.
inst-0817,1,"Situation, Context & Scenario",2,Update the About screen for a family budgeting service.
inst-0817,2,Layout & Hierarchy,3,Prioritize the service overview and family trust over release details.
inst-0818,1,Flow & Information Architecture,2,"Group the notes under ""Also related"" by relation type."
inst-0818,2,Style,1,"Make the top match card navy with white text, chip and button white-outlined."
inst-0819,1,Functionality & Behavior,1,Add a small clear button at the trailing edge inside the maximum nightly price field.
inst-0820,1,Layout & Hierarchy,3,The title should read before the rows below it.
inst-0821,1,"Situation, Context & Scenario",3,Support couriers coordinating active deliveries.
inst-0821,2,Environment,1,"Center the desktop main area as two columns: caller details left, delivery stop and call controls stacked right."
inst-0821,3,Functionality & Behavior,4,Change what stands out in call controls
inst-0822,1,"Situation, Context & Scenario",3,Make this show who's booked and with which therapist.
inst-0822,2,Environment,2,Rebuild the whole screen layout for tablet.
inst-0822,3,Layout & Hierarchy,3,"Month stepping is the row's main control, toggle separate."
inst-0823,1,"Situation, Context & Scenario",2,Change the article topic and intended audience.
inst-0823,2,Flow & Information Architecture,1,"Turn the practice list into three compact groups for before, during, and after the discussion, with nested actions."
inst-0823,3,Style,4,Change the hero illustration’s feel.
inst-0824,1,"Situation, Context & Scenario",1,Make this a donor-facing campaign progress page; swap the next-transfer row for campaign time left.
inst-0824,2,Content & Information,4,Change what the top photo shows.
inst-0824,3,Style,3,"Make the accent read as the campaign color, all one family."
inst-0825,1,Layout & Hierarchy,3,Make destructive account actions distinct from routine account actions.
inst-0826,1,Flow & Information Architecture,1,"Turn the impact list into a compact three-stage timeline: access removal, content erasure, then recovery period."
inst-0826,2,Content & Information,2,Add affected shared workspaces to the account summary.
inst-0827,1,"Situation, Context & Scenario",2,Convert account creation to artist setup and remove social sign-up.
inst-0827,2,Content & Information,1,"Add a compact ""Artist Name"" field above ""Email"" in the signup form."
inst-0828,1,"Situation, Context & Scenario",2,Make the tagline name the clinic site and the tech's role.
inst-0828,2,Style,2,Make the loading bar and its label read like equipment status.
inst-0829,1,Flow & Information Architecture,4,Restructure the sequence of the task instructions.
inst-0829,2,Content & Information,4,Add more content to the header lesson information.
inst-0829,3,Style,4,Change the look of the sentence sheet.
inst-0830,1,Layout & Hierarchy,3,Make workout context and timing easier to scan in less space.
inst-0830,2,Style,2,Update the live indicator styling.
inst-0831,1,Environment,2,Switch the whole booking screen to desktop.
inst-0831,2,Content & Information,2,Add a taxes-and-fees-included total to the card's price summary.
inst-0832,1,Content & Information,2,Show the cancellation deadline and refund eligibility in the confirmation summary.
inst-0833,1,Layout & Hierarchy,2,Merge the logo square and app name into one unit.
inst-0834,1,Environment,1,"On desktop, center the invitation screen in two columns: form left, pending invitations right."
inst-0835,1,Layout & Hierarchy,2,Move each row's quantity stepper somewhere else.
inst-0836,1,Layout & Hierarchy,4,Change what stands out in the caption
inst-0836,2,Functionality & Behavior,1,Add a compact bookmark button to the top bar immediately before the close button.
inst-0837,1,"Situation, Context & Scenario",1,"Make the transfer screen for overseas supplier payments, with invoice reference replacing the memo."
inst-0837,2,Flow & Information Architecture,4,Change the payment details card structure.
inst-0838,1,"Situation, Context & Scenario",1,"Turn the visual picker into a classroom feedback badge picker for teachers, replacing stickers."
inst-0838,2,Flow & Information Architecture,2,Reorganize the selection flow in the picker body.
inst-0838,3,Content & Information,1,Add one short line below the selected badge name explaining its student-facing feedback meaning.
inst-0839,1,Content & Information,2,Add a message count to each group heading.
inst-0839,2,Layout & Hierarchy,3,"Filters should read as screen-wide, pinned card as first content."
inst-0839,3,Style,2,Pink highlights all pop — tone them down.
inst-0840,1,Layout & Hierarchy,4,Change the recovery signals list order.
inst-0841,1,"Situation, Context & Scenario",4,Change what this screen is about.
inst-0842,1,Functionality & Behavior,3,Make note search directly accessible.
inst-0842,2,Style,3,Make the process feel more visually rhythmic.
inst-0843,1,Flow & Information Architecture,1,"Split the answer and submission area into stacked panels: choices first, then check action and helper text."
inst-0843,2,Content & Information,1,Replace the right-hand completion percentage with a compact label showing the current question’s difficulty.
inst-0844,1,Style,1,"Make the card background near-black, headline white, body and fine print light gray; keep the orange button and link as the only warm color."
inst-0844,2,Layout & Hierarchy,4,Put the nearby circles chip somewhere else.
inst-0845,1,"Situation, Context & Scenario",4,Make the situation feel different.
inst-0845,2,Layout & Hierarchy,3,Make keeping the booking feel safer and more prominent.
inst-0845,3,Functionality & Behavior,3,Let diners modify their booking instead of canceling it.
inst-0846,1,"Situation, Context & Scenario",3,"Make this a driver's licence test prep screen, not onboarding."
inst-0846,2,Functionality & Behavior,4,Rework what's in the top bar.
inst-0846,3,Layout & Hierarchy,2,Relocate the small helper line above the red button.
inst-0847,1,Environment,3,Make the screen comfortable on tablet without disrupting the purchase flow.
inst-0847,2,Content & Information,1,"Add an annual option beside the monthly option, showing its billing period and savings."
inst-0847,3,Layout & Hierarchy,2,Rearrange the paywall body.
inst-0848,1,Flow & Information Architecture,2,Group the three middle blocks into two.
inst-0848,2,Content & Information,4,The product row needs more detail shown.
inst-0848,3,Functionality & Behavior,1,Add a one-line cancellation reason picker right above the dark confirm button.
inst-0849,1,Environment,2,Change the Activity screen layout for tablet.
inst-0850,1,Content & Information,4,Show more prep detail in the pinned session block.
inst-0851,1,Content & Information,1,Add a small gray line with the upcoming episode title and runtime below the channel line.
inst-0852,1,Functionality & Behavior,3,Let users leave without pinning the plan.
inst-0852,2,Layout & Hierarchy,3,Make room in the header for another action.
inst-0852,3,Style,3,Make the pinning prompt stand out with purple accents.
inst-0853,1,"Situation, Context & Scenario",1,"Turn the hobby chips into services offered, add a starting rate line under the display name."
inst-0853,2,Flow & Information Architecture,4,Group the three middle sections differently.
inst-0853,3,Functionality & Behavior,3,Let them check the client view before moving on.
inst-0854,1,Layout & Hierarchy,2,Rearrange the tutorial progress indicator.
inst-0855,1,Content & Information,1,"Add a two-line note list right under the photo, one per pin: number, author initials, one comment line."
inst-0856,1,Flow & Information Architecture,3,Make related answers easy to find together by topic.
inst-0857,1,Style,1,"Fill the three rows with the beige behind the card, add left-right breathing room, darken dividers one shade."
inst-0858,1,Content & Information,1,Add one compact line below the purchase count showing the remaining items’ combined price.
inst-0858,2,Layout & Hierarchy,1,"Keep completed items below unfinished ones, and make them more compact with subtler images and details."
inst-0859,1,Flow & Information Architecture,3,Make the order alone show which settings still need attention.
inst-0859,2,Functionality & Behavior,1,Add a white pill button right of the note line in the blue card that starts the step.
inst-0860,1,Flow & Information Architecture,2,Change the product list to show a ranking.
inst-0860,2,Content & Information,1,Add a short rating and review summary at the end of each product detail line.
inst-0860,3,Functionality & Behavior,1,Add a small bookmark button beside each product price in the ranking.
inst-0861,1,Functionality & Behavior,2,Add an edit link to the stay details line.
inst-0862,1,Environment,4,Adapt the screen for desktop.
inst-0862,2,Functionality & Behavior,1,Add a stay-signed-in checkbox below the password recovery row and above the sign-in button.
inst-0862,3,Style,1,"Make the top bar dark navy, with the service name and help link white."
inst-0863,1,Content & Information,1,"Add one line under the address with number of nights and check-out date, same small gray."
inst-0863,2,Functionality & Behavior,3,Let users start check-in from this card.
inst-0863,3,Layout & Hierarchy,1,"Move the countdown to its own line under the title, much larger; app name one step smaller."
inst-0864,1,Layout & Hierarchy,4,Rework what reads first: code or Copy
inst-0865,1,Environment,1,Turn the overall achievement screen into a tablet layout with the achievement card centered on a wider canvas.
inst-0865,2,Layout & Hierarchy,3,Strengthen the achievement identity and use space efficiently.
inst-0865,3,Content & Information,4,Change the order below the milestone panel
inst-0866,1,"Situation, Context & Scenario",1,"Make this a patient check-in feed — rows show prescribed session and outcome, like/comment counts become a reviewed marker."
inst-0866,2,Flow & Information Architecture,4,Rework what comes first in check-ins
inst-0866,3,Content & Information,2,Add therapist name and unreviewed check-in count to the top bar.
inst-0867,1,Environment,2,Change the screen for desktop.
inst-0868,1,Style,3,Card floats; make it read like a flat printed slip.
inst-0869,1,Environment,3,Change the screen to desktop for easier date-group comparison.
inst-0870,1,Layout & Hierarchy,3,Make expiring items catch the eye before the saved list.
inst-0871,1,Flow & Information Architecture,3,Make each listening status easy to scan in sequence.
inst-0871,2,Functionality & Behavior,1,"Replace the track total right of ""Recordings"" with a compact title-and-duration sort button."
inst-0872,1,Content & Information,2,Add connection status to the progress details area.
inst-0872,2,Layout & Hierarchy,4,Change the button arrangement in the bottom area
inst-0872,3,Style,4,Change the upload progress bar’s end styling.
inst-0873,1,Environment,4,Switch the screen to tablet.
inst-0873,2,Content & Information,3,Readers should know what changed in this version first.
inst-0873,3,Layout & Hierarchy,1,"Numbered section headings blend into the body — make them much bigger, with more space above than below."
inst-0874,1,Functionality & Behavior,2,Add manual code entry to the instruction panel.
inst-0874,2,Layout & Hierarchy,1,"Keep all three scanner controls in one row, with the middle scan control wider than both side controls."
inst-0875,1,Flow & Information Architecture,4,Rework how the instructors are listed.
inst-0875,2,Style,1,"Make both bottom buttons pills, fill the wide one deeper green than the chips, keep Reset white."
inst-0876,1,"Situation, Context & Scenario",3,Offer busy families weekly meal ideas by time commitment.
inst-0876,2,Flow & Information Architecture,3,Make it read as an ordered journey from planning to preparation.
inst-0876,3,Style,4,Make the featured card feel different.
inst-0877,1,"Situation, Context & Scenario",1,"Make the text beside the photo a workplace team step challenge, calories line → team rank"
inst-0877,2,Environment,1,"Widget as one narrow column for a smartwatch face, drop the photo, keep number and bar."
inst-0877,3,Functionality & Behavior,1,Add a full-width pill button right below the updated-time line that opens the full standings.
inst-0878,1,Environment,4,Make this screen for desktop.
inst-0878,2,Content & Information,4,Add more info to each Properties row.
inst-0878,3,Style,1,"Recolour the top total card deep navy, keep the amount white, make the status pill text navy."
inst-0879,1,"Situation, Context & Scenario",4,Make the overall organization feel different.
inst-0879,2,Content & Information,2,Add the covered service period to each invoice row.
inst-0880,1,Flow & Information Architecture,3,Make the curriculum feel like a progressive learning path.
inst-0880,2,Functionality & Behavior,4,Change what's in the curriculum heading.
inst-0881,1,"Situation, Context & Scenario",4,Rework what situation this screen is for.
inst-0881,2,Layout & Hierarchy,2,Make the progress bar at the top stand out more.
inst-0882,1,Functionality & Behavior,2,Add a clear-all action to the reasons header.
inst-0883,1,Flow & Information Architecture,3,Make pending and mutual followers clear at a glance.
inst-0884,1,"Situation, Context & Scenario",2,Change the group profile to a volunteer organization profile.
inst-0884,2,Functionality & Behavior,3,Let prospective volunteers contact organizers before committing.
inst-0885,1,"Situation, Context & Scenario",3,Make this about closing a departing teammate's account and their files.
inst-0885,2,Layout & Hierarchy,3,Make keeping read as the default and deleting take a second look.
inst-0886,1,"Situation, Context & Scenario",3,Enable transfer approval after reviewing recipient and payment total.
inst-0886,2,Layout & Hierarchy,2,Change the position of the security note.
inst-0886,3,Style,1,"Retain the six code boxes’ row and size, with white fills, thin navy outlines, and less-rounded corners."
inst-0887,1,Content & Information,4,Rework what the 'Try another way' rows say.
inst-0887,2,Layout & Hierarchy,3,"Make ""Didn't get the text?"" one block with the button above."
inst-0887,3,Style,1,"Replace the six code boxes with thick dark gray underlines, last one green like the button."
inst-0888,1,Content & Information,4,Add sync information to the bottom-right source note.
inst-0889,1,Functionality & Behavior,3,Let me compare the edited result against the original directly.
inst-0890,1,Style,1,Give all three cards dark gray outlines and remove their shadows for a flatter look.
inst-0891,1,Environment,4,"Move this screen to a smartwatch, one thing at a time"
inst-0892,1,Flow & Information Architecture,2,Separate the three terms clauses.
inst-0892,2,Functionality & Behavior,2,Replace the consent-date note with a decline-and-exit action.
inst-0893,1,"Situation, Context & Scenario",1,Turn the move panel into a recipe-to-meal-plan mover with prep and cooking time in the preview.
inst-0894,1,Layout & Hierarchy,3,Make times read right after the step numbers.
inst-0895,1,Flow & Information Architecture,1,"Make the lower information area one timeline: compact trip-and-place summary, then recording start and markers chronologically."
inst-0895,2,Functionality & Behavior,3,Let users rename the recording without leaving the screen.
inst-0895,3,Style,4,Give the waveform a different feel.
inst-0896,1,Environment,4,Switch the screen to desktop.
inst-0896,2,Layout & Hierarchy,3,Make the stay name lead and 'Unpin from top' read secondary.
inst-0896,3,Style,4,Restyle the pin buttons on each row.
inst-0897,1,Environment,1,Make this a desktop page with wide centered content and primary navigation on the left.
inst-0897,2,Flow & Information Architecture,4,Make what stands out in reviews different.
inst-0897,3,Style,2,Make the rating overview card feel flatter and more integrated.
inst-0898,1,"Situation, Context & Scenario",3,Change it for venue crews and show needed operational information.
inst-0898,2,Flow & Information Architecture,4,Change the set schedule’s sequence and flow structure.
inst-0899,1,Environment,4,Adapt the screen for desktop.
inst-0899,2,Layout & Hierarchy,2,Change the completion card layout.
inst-0900,1,"Situation, Context & Scenario",1,"Make the stay lists a scout's shoot locations — day rate, permit status, shoot dates instead of guests."
inst-0900,2,Environment,2,Change the screen to a desktop layout.
inst-0901,1,Content & Information,3,Make the renewal date visible too.
inst-0901,2,Functionality & Behavior,2,Make the verification status badge open the verification details.
inst-0901,3,Layout & Hierarchy,3,Make account security appear earlier in the page flow.
inst-0902,1,Flow & Information Architecture,1,"String 01–03 as circles on a vertical line at left, fill the first teal, drop dividers."
inst-0902,2,Functionality & Behavior,4,Make the bottom button do more.
inst-0902,3,Content & Information,1,"Add one line under the supporting sentence with free members and storage, same gray, slightly smaller."
inst-0903,1,Environment,2,Adapt the screen for desktop.
inst-0903,2,Content & Information,3,Make each collection’s current storefront position explicit.
inst-0904,1,Content & Information,3,Show at a glance whether the average rose or fell.
inst-0904,2,Layout & Hierarchy,3,"Total sleep read first, date second."
inst-0905,1,Layout & Hierarchy,4,Change the confirmation header's visual order.
inst-0905,2,Style,1,"Make the ""Order Summary"" card white with a thin light-gray outline instead of peach."
inst-0905,3,Functionality & Behavior,4,Arrange the bottom button differently.
inst-0906,1,Content & Information,2,Rewrite the note under the button to name what's applied.
inst-0906,2,Layout & Hierarchy,3,"Make the intensity read with the filters, not the stickers."
inst-0906,3,Style,4,Change how the sticker chips feel.
inst-0907,1,Style,1,"Give the lead story card a very light purple background and purple outline, keeping its shape and content."
inst-0908,1,"Situation, Context & Scenario",4,Change the location chooser to another service.
inst-0908,2,Functionality & Behavior,4,Add filtering to the pickup-point results header.
inst-0909,1,Environment,1,"Rebuild as a wide desktop panel: icon, heading, note left, detail rows right, buttons side by side."
inst-0909,2,Functionality & Behavior,1,Add a small copy action with a copy icon right of the reference line at the card's bottom.
inst-0910,1,"Situation, Context & Scenario",2,Change the welcome section to introduce local volunteer help.
inst-0911,1,Environment,2,Adapt the whole screen for desktop
inst-0911,2,Layout & Hierarchy,2,Change the results list layout.
inst-0911,3,Functionality & Behavior,2,Add search saving to the results heading.
inst-0912,1,"Situation, Context & Scenario",2,Change this screen into reporting a money request.
inst-0912,2,Flow & Information Architecture,4,Group the reason list by kind.
inst-0912,3,Content & Information,4,Add something about the outcome to the review note.
inst-0913,1,"Situation, Context & Scenario",3,Help sales teams compare reps by weekly closed revenue.
inst-0913,2,Layout & Hierarchy,1,Stack the larger current rank above the gap to the next place and left-align both.
inst-0914,1,"Situation, Context & Scenario",2,Switch this screen to a patient's telehealth call.
inst-0914,2,Functionality & Behavior,2,Add a note button to the call control tiles.
inst-0915,1,"Situation, Context & Scenario",2,"Rewrite title, subline, and row wording into a maintenance request inbox."
inst-0915,2,Flow & Information Architecture,2,Regroup the two time-based sections by urgency.
inst-0915,3,Content & Information,2,Add a request count to each filter chip.
inst-0916,1,Style,4,Give the season chip beside Episodes a different look.
inst-0917,1,Content & Information,2,Clarify whether they can be invited back in the removal explanation.
inst-0918,1,Layout & Hierarchy,2,"Make the green button dominant, Cancel quieter."
inst-0919,1,"Situation, Context & Scenario",2,Make the card staff-side; show units held instead of price.
inst-0919,2,Flow & Information Architecture,1,"Split the middle rows into two groups with small grey headings — soon-to-be-cleared on top, rest below."
inst-0920,1,Layout & Hierarchy,1,"In the featured episode card, shrink artwork, center details, and place a larger play button far right."
inst-0921,1,Style,3,Make the primary action feel calmer and more trustworthy.
inst-0922,1,Style,3,Keep yellow only on the progress bar
inst-0923,1,Environment,3,Looks like a phone; make it read as a tablet sign-in.
inst-0923,2,Content & Information,2,Show account name and last sign-in in the greeting.
inst-0923,3,Layout & Hierarchy,4,Arrange the two other sign-in rows differently.
inst-0924,1,"Situation, Context & Scenario",2,Change the reminder editor for caregiver-managed medication.
inst-0924,2,Layout & Hierarchy,1,Move the time setting row directly below the large time display and above the recipient-and-dose line.
inst-0924,3,Functionality & Behavior,1,Add a compact change-recipient button at the end of the medication recipient line.
inst-0925,1,Environment,4,Adapt the screen for desktop.
inst-0925,2,Flow & Information Architecture,1,"Make the transfer setup a step-based form: choose recipient, enter amount, add details, finish with existing review."
inst-0925,3,Content & Information,3,Let senders verify where the money will go before continuing.
inst-0926,1,Environment,4,Move this screen to a smartwatch.
inst-0926,2,Layout & Hierarchy,4,Make the two bottom buttons differ in size
inst-0926,3,Style,4,Change the color feel of the timer card.
inst-0927,1,"Situation, Context & Scenario",3,Make it feel like a saved recipe collection for home cooks.
inst-0927,2,Layout & Hierarchy,1,Make the bottom button narrower and center it beneath the photograph.
inst-0928,1,Layout & Hierarchy,1,"Pull the score and stars into a centered full-width row above the bars, larger, count centered under."
inst-0928,2,Style,1,"Drop the divider lines, put each review on a light gray rounded block, initials circle white."
inst-0929,1,"Situation, Context & Scenario",1,"Turn the conversation into a volunteer event coordination thread, replacing meetup talk with availability and handoff details."
inst-0929,2,Layout & Hierarchy,1,Indent the second comment beneath the first and make its content area slightly narrower.
inst-0929,3,Style,1,"Make the header solid navy with white controls and title, keeping the supporting line secondary."
inst-0930,1,Functionality & Behavior,1,Add a small clear button inside the right end of the email field.
inst-0930,2,Layout & Hierarchy,1,Move the Sign in prompt to the bottom of the screen and keep it centered.
inst-0930,3,Style,1,"Change the top header to dark gray with white navigation, service name, and help text."
inst-0931,1,Flow & Information Architecture,2,Group the feature comparison table rows.
inst-0932,1,Environment,2,Change the booking screen for tablet.
inst-0932,2,Flow & Information Architecture,1,"Reorganize booking sections into left-side date and time choices, then right-side summary and confirmation."
inst-0932,3,Functionality & Behavior,3,Make dates outside the visible range accessible.
inst-0933,1,"Situation, Context & Scenario",2,"Drop the trip bookings row, add cash pickup point."
inst-0933,2,Flow & Information Architecture,4,Rework how the recent list is grouped.
inst-0933,3,Style,2,Make the top amount panel darker than the blocks below.
inst-0934,1,Style,1,Turn the right-side channel labels into compact blue pill badges with white text.
inst-0935,1,Functionality & Behavior,3,Let users narrow the list to one event kind here.
inst-0936,1,"Situation, Context & Scenario",4,Change how the screen is organized.
inst-0936,2,Flow & Information Architecture,3,Make the workout something people can follow in order.
inst-0936,3,Content & Information,2,Also add required equipment to the workout facts row.
